patent_id,keyword
US276463634,enabled success progression
US276463634,success progression
US276463634,data enabled success
US276463634,progression
US276463634,data enabled
US283326560,enabled success progression
US283326560,success progression
US283326560,data enabled success
US283326560,progression
US283326560,data enabled
US289335475,student outcomes proactive
US289335475,prediction student outcomes
US289335475,student outcomes
US289335475,outcomes proactive intervention
US289335475,outcomes proactive
US205088597,personalized content distribution
US205088597,personalized content
US205088597,content distribution
US205088597,personalized
US205088597,distribution
US235227180,personalized content distribution
US235227180,personalized content
US235227180,content distribution
US235227180,personalized
US235227180,distribution
US313893170,content aggregation generation
US313893170,automatic content aggregation
US313893170,content aggregation
US313893170,aggregation generation
US313893170,personalized automatic content
US319906388,hybrid sequencing database
US319906388,automated hybrid sequencing
US319906388,sequencing database generation
US319906388,hybrid sequencing
US319906388,sequencing database
CN446870066,样本分析系统及其调度方法
US231567076,handwriting processor convolutional
US231567076,electronic handwriting processor
US231567076,handwriting processor
US231567076,electronic handwriting
US231567076,handwriting
IN414857807,engineering strategies breast
IN414857807,bio engineering strategies
IN414857807,strategies breast cancer
IN414857807,bio engineering
IN414857807,strategies breast
WO2002017252,interactive entertainment
WO2002017252,interactive
WO2002017252,entertainment
US215310834,analysis intervention anonymization
US215310834,intervention anonymization
US215310834,anonymization
US215310834,network based analysis
US215310834,methods systems network
US235551022,analysis intervention anonymization
US235551022,intervention anonymization
US235551022,anonymization
US235551022,network based analysis
US235551022,methods systems network
US238106156,hybrid sequencing database
US238106156,automated hybrid sequencing
US238106156,sequencing database generation
US238106156,hybrid sequencing
US238106156,sequencing database
US435749411,intelligent tutor selection
US435749411,tutor selection
US435749411,intelligent tutor
US435749411,tutor
US435749411,selection
US236230419,skill mastery determination
US236230419,mastery determination using
US236230419,mastery determination
US236230419,standard skill mastery
US236230419,based standard skill
US73173263,providing education information
US73173263,education information
US73173263,education related information
US73173263,processing providing education
US73173263,apparatus method processing
US208150733,content comment generation
US208150733,comment generation
US208150733,aggregated content comment
US208150733,automated aggregated content
US208150733,content comment
US232149175,aggregated content generation
US232149175,automated aggregated content
US232149175,content generation
US232149175,aggregated content
US232149175,based automated aggregated
US236968695,content comment generation
US236968695,comment generation
US236968695,aggregated content comment
US236968695,automated aggregated content
US236968695,content comment
US242152886,content comment generation
US242152886,comment generation
US242152886,aggregated content comment
US242152886,automated aggregated content
US242152886,content comment
US232149094,content comment provisioning
US232149094,aggregated content comment
US232149094,comment provisioning
US232149094,automated aggregated content
US232149094,content comment
US232149176,content comment generation
US232149176,comment generation
US232149176,aggregated content comment
US232149176,automated aggregated content
US232149176,content comment
US232149177,content comment generation
US232149177,comment generation
US232149177,aggregated content comment
US232149177,automated aggregated content
US232149177,content comment
US236456351,based interaction evaluation
US236456351,reality based interaction
US236456351,interaction evaluation
US236456351,methods virtual reality
US236456351,virtual reality
US313893765,services families teenage
US313893765,providing services families
US313893765,families teenage parents
US313893765,services families
US313893765,families teenage
CN314086983,student innovation entrepreneurship
CN314086983,innovation entrepreneurship education
CN314086983,entrepreneurship education teaching
CN314086983,entrepreneurship education
CN314086983,college student innovation
US201401071,alert generation
US201401071,methods alert generation
US201401071,systems methods alert
US201401071,alert
US201401071,methods alert
US323006328,individual misconception remediation
US323006328,automatic individual misconception
US323006328,misconception remediation
US323006328,individual misconception
US323006328,remediation
US275219225,content aggregation database
US275219225,automatic content aggregation
US275219225,content aggregation
US275219225,aggregation database evaluation
US275219225,aggregation database
US280016410,communication content provisioning
US280016410,synchronous communication content
US280016410,content provisioning
US280016410,synchronous communication
